Year,field,Yield,Organic matter content,Total carbon,Total nitrogen,Electrical conductivity,Sand,Carbon-nitrogen ratio,Available phosphorus,Variety,Days to heading,Planting system,Organic,Green manure,Manure,Soil amendments,Herbicide,Pesticide,Years of production,Average temperature1,Min temperature1,Max temperature1,Precipitation1,Radiation1,Average temperature2,Min temperature2,Max temperature2,Precipitation2,Radiation2,Average temperature3,Min temperature3,Max temperature3,Precipitation3,Radiation3,Average temperature4,Min temperature4,Max temperature4,Precipitation4,Radiation4
2023.0000913678043,F001,5.695,1.811974362700356,1.0489951706628609,0.08710604756472826,0.47719785460541053,49.459288855564694,12.076933636272187,17.46306525959757,4.006459767719823,86.4802746013122,-0.0024098699443629136,-0.0005749053909917878,-0.005028433109042039,1.0015350208272051,1.0046696344168162,1.0076496082990336,0.9951832920021403,3.9988367379905134,20.26501916572073,16.148731533645382,25.731412936840027,8.050923270542416,15.382006201923378,24.41542494692158,18.92872887433366,28.46846387074362,5.645989237949348,14.320500937541727,26.437271417535666,22.05018231885935,30.84970416519433,10.760806113295125,20.981165951779964,24.276169776888715,18.549326602499697,28.313624343397134,8.577152659970917,18.95756867491034
2021.011946180802,F014,6.086,2.7824900008172713,1.6603603394792943,0.17054822635847802,0.47520713353324856,33.92534256400985,9.838807597715132,21.29932270228241,2.0019545808306787,77.72650744350481,-0.010839316284385822,1.00171481613879,-0.003803230475606822,0.0024173950997504806,1.0089177389724675,0.9971791552566488,0.9915951246310281,2.998634131141799,21.871071264707684,17.106484048489488,26.33509552001565,10.026807027577089,10.374295592762998,23.751423076277284,19.286516176184048,27.1106150965928,5.900819680453228,14.778788327013094,25.581286084759633,20.10809177414359,29.663367825674523,10.393282467825204,16.578474431812886,23.20203216225102,17.69869360417609,26.65254881011993,7.2257050624490144,20.55611306538348
2021.0046190988498,F017,5.336,4.649833651203498,2.735541307516955,0.30372886629023854,0.43009591538950326,33.76731085683665,9.035313406889223,17.200218004936602,3.991102606540849,92.67821226358292,0.0012107621628459247,1.0034020505772356,0.9960998677252116,0.9932476083436398,0.002418830613957581,0.9960490384095354,0.007429136620289792,2.017856953792894,21.450111682472155,15.858623503150165,26.151303201170883,2.8101792980804348,10.640927995324738,23.381032024935344,19.295823770925768,28.012060435121136,7.242304179510602,16.477410734061852,24.901666746823356,20.304491844163866,29.415932070296353,5.789372741800312,18.258747808756826,25.330420521049334,21.53835210692637,29.745103999329917,4.516049386312966,14.348671550599661
2022.9857620800985,F001,5.695,1.8141744512437632,1.0573870088794233,0.08735159585188193,0.48015672339052273,49.389853765152864,12.077638090064092,17.663632050225214,4.021158388431417,86.43858874999458,-0.0025190824936154824,-0.00044600201438317854,-0.00041194147068435676,0.999994105227145,0.9954805884160977,0.9971060454665523,1.0066460012976404,4.035452125183515,20.26253707483793,16.164671436124667,25.72895361329669,8.001830812784116,15.401085878483428,24.413529061957675,18.912285295920363,28.484911528798403,5.64290110134511,14.340027879890602,26.44596927056765,22.050846863006505,30.84551734836554,10.752167321593628,20.97661301254923,24.29226624204719,18.525885359874675,28.313304302310623,8.58120121091153,19.008383172894277
2022.9982093593962,F018,4.933,3.0215388651030515,1.7157969106546866,0.1811295784830859,0.4436889014177546,40.297455915229584,9.462658451113416,17.335398168956033,2.9959787508831717,79.52820983168657,-0.007493855145498028,0.005126019986981974,0.0028042760560504382,1.0025657516244308,0.0017068947141414853,-0.0010199304295657927,0.0029120035666846144,5.00840105212577,21.48877987989247,16.783212826426418,24.591349604018024,5.766255612809502,14.59860915583988,24.645809576300884,18.86281774951911,29.031684900899567,6.175800353426347,16.00868784404008,25.01700202771639,21.331484447407963,29.769754838202733,8.682983319800323,15.974000723326695,22.432124552597223,17.673925821091302,25.570077184109277,8.745015395879994,17.609105331873707
2022.0148270839757,F026,5.625,2.933122655535485,1.7058968668681715,0.16633774203914264,0.667246885142984,48.37385762186442,10.246371922959339,14.699044234625742,4.008870276262761,92.34736057653697,1.0054671299623845,1.000037950565013,1.0057265838748457,0.9987265272030021,0.012224751471470162,0.990563976897839,-0.004343628489289731,6.045066734202804,22.14620620306222,17.516475468775536,25.04985880506631,7.15040628464803,15.714341505146635,21.315289214962817,16.09935764432187,24.600206530571384,7.413498642393732,15.829258519193774,25.362210980741867,20.59546419220508,30.467710559793915,7.14813765171335,15.142885890637537,24.35677373853442,19.394473865551426,29.43820376572441,5.941734147608834,18.122130853389194
2022.9982214020845,F010,5.604,3.2652744097431485,1.982601796030152,0.1676992713463727,0.40494233639097527,39.80621594629474,11.810443353220696,15.094410097718262,0.972344552703062,95.48073464370432,0.9934145882843375,1.0037661575567243,0.0014060300837207863,1.0054197435017609,0.0005158013699761423,-0.0008312828875416897,1.0087797926222046,7.020473849249473,23.552679688737477,19.284813051207742,28.700798350636067,5.43790960995661,13.71502079312537,23.507391093095865,18.6489542607904,27.727252584945717,8.894256640364436,16.523487743684186,26.486888969746627,21.64240140214753,31.329271687361494,9.102320857518379,17.77836086897879,24.82811207851426,20.91935682758051,29.734476887268677,3.6406081380135804,17.284930150273485
2022.9850216339933,F015,6.52,3.669356259009104,2.117934093865011,0.18293088731666682,0.4565417002784478,44.270320121450304,11.528311057064961,21.60336174941276,3.0145957019593377,90.31001936531541,1.0040134091636923,-0.0023268806229696216,-0.0020333858460219387,0.011647732828759248,1.0073618319265973,0.9978175954359484,0.9982951049528153,6.994641911159562,22.490113494294054,17.490216961926706,27.232209090529892,3.6358186214051766,11.429407050371813,25.368379253092534,20.758851172747985,28.61027499394158,7.225047489695954,17.518809143769374,26.094084631543943,21.05191979175204,30.244047323254104,9.048923275997629,14.212321191163802,25.569289278851826,21.63613280714611,29.888508037873294,2.7776622298947453,21.650656177670488
2023.0157484668964,F026,4.969,2.0584183263918194,1.157886052920677,0.11662828735476763,0.48571114510566965,53.242959131244035,9.940610906549473,16.858357412172033,4.016794458968743,92.79861303051716,-0.0035304422411769096,-0.008610100503040065,-0.009500098928241186,-0.004771600598193538,0.9962717006255456,1.003140971031508,0.9986959459210617,8.01891107664,20.966570519771924,16.869305093597454,26.436146382909417,4.788575429882962,14.046123415730126,25.639106549411842,21.99086553674671,30.276936185655394,10.120032791960348,15.715268050399747,26.368792950321502,20.449066426029894,30.95337100093794,7.098435133173499,15.789615934526863,25.57391022977156,20.995203607818222,31.362288584158648,4.856162382554515,18.266179729995834
2022.0056768929392,F010,5.221,3.0443030329306353,1.852967355404782,0.15843677209571058,0.3768033009981935,31.65128449242533,11.659761331807227,12.238425709923128,2.0003411320000266,86.2499637858944,1.0080655149476434,0.0012747504620189802,0.0003220606410610775,-0.005149597233452157,-0.00021194539515724027,0.0014123448363364509,1.0069668535463223,7.038929314976635,20.934107831782992,14.884458963729385,24.12110661149351,5.7738067984334185,13.341417074980987,25.029649586217783,19.795501388716563,28.873790553591725,6.926705273630734,16.957096230785215,25.47359784952255,21.022711742479643,30.282094549512216,5.117202566719509,14.49723817139791,23.919832154536294,19.326165021768226,29.012863677600347,9.554486396452019,16.71650348311708
2021.9994175558816,F022,5.832,3.47775406869949,1.9865097832747642,0.19615044262059353,0.23902774937380245,35.62324077181207,10.133616075013942,17.074956583565285,2.0063892217179093,89.38410757049431,0.003774737210693195,1.003445411653385,0.00011757494010423703,0.9955775886799444,0.0031201309538959844,0.997592667058157,1.0031939499319824,4.04560067091312,21.88288028014274,15.949741054623582,25.13415911617802,7.132491522042706,15.133790241973236,24.910310848954456,20.559775072990814,29.642850067148878,8.750540684392211,16.00751575835998,26.87890163501646,22.411145332959556,30.355769525339653,7.148257510729847,18.997349856061668,25.905139715088144,21.75571534987218,29.169419788762713,9.080377737875486,18.91738652055442
2020.9969101379438,F026,4.942,2.6513111229408777,1.4882204760058972,0.13308367318452144,0.8843822710166341,44.76112210621994,11.190870940840911,12.333268434347318,4.006386296186208,87.30950363557825,0.9949234699853599,0.0027329968802552807,0.0008346013031662221,0.008092536897757826,0.002000945729704008,1.0023643085574054,1.0106694495215165,7.027084691986939,20.99692094718392,16.09443816383548,24.326651660624773,6.400637745706584,14.756487648264926,23.425268786483674,18.27392202790256,27.62050175215989,7.140963837024558,19.423736353232506,26.74047325078945,21.94051008422564,31.102321398329202,4.4445662428313835,17.848042127595793,24.805657476419103,19.69192748106757,28.772892411743104,5.070703645983297,17.2126030568788
2022.0090041961769,F019,5.847,3.957437151371487,2.246083362390905,0.23331015604369418,0.6151310149282355,41.235021040162025,9.665264515776405,16.893950224149634,2.992650143819657,89.79339424775095,-0.004618428585302927,0.002005457859635694,0.009609593151631275,1.00525171415452,0.9961404658946491,1.0028985263260053,1.0012056361897028,5.000585887387606,20.942121062826942,14.50454568918571,25.82655183326757,6.317826110288149,15.608537683685926,24.455534793884816,19.375908582553578,29.11916528297326,9.539839590978772,14.86785896903872,26.710373509713286,22.123418081067648,31.84018456886869,6.814330025587865,20.43202385318641,23.439909893079044,17.763206837063354,28.23039449107384,7.287199888154433,17.247245073685825
2021.9954911847747,F026,5.625,2.9397701962262195,1.7018754497938873,0.16624631610980817,0.6664406660468869,48.54031621175442,10.25320243012514,14.739663229764354,4.0062560252750155,92.39271583464713,1.003049425496308,0.9983441531092887,1.0056601462270158,0.9993171681983968,-0.0040767306665063854,0.9969200000273847,-0.0019245350206484777,5.995055090705262,22.15354164453061,17.54283384820829,25.0485373798831,7.091691155091697,15.72722476533286,21.349496796917453,16.08681925405751,24.587061103305306,7.357288087972446,15.85925474887325,25.36980285682401,20.59917563453739,30.47256884208423,7.144210046619069,15.123510059291542,24.37058924167859,19.38652509278819,29.46352393116097,5.9487353064649895,18.11886994014365
2023.009552462395,F007,5.128,3.048355196371553,1.84845348452523,0.1601094413078033,0.9552956322950749,33.37295706666807,11.534300244986028,10.467011519294864,2.9907537809967226,84.37311518212034,0.9986786634898792,0.9961678192172517,0.003581792652934525,1.0001841990959146,0.004977001172574555,-0.0019758285234880483,0.9970343864373458,5.013145824289669,20.8859909448062,15.535032646242405,24.961432491537526,5.287666668976382,14.76849890577302,25.209413587902404,20.86725467991143,27.930293196622188,7.036821255807712,15.882767469172583,26.38054866099259,22.69202163052912,29.69674398560391,9.125323124960003,15.94699824045691,23.017931101033227,18.619823841369087,25.847337551028044,3.7281549482488674,17.17994298705114
2021.0045105779225,F008,5.541,2.561828695570913,1.5011939175993811,0.13125105416874056,0.5823910918891775,23.704274244334588,11.412652639242761,11.90208478617676,3.9930392187216577,91.27763337701676,-0.0008528090227530413,0.002620802347875701,-0.0043894183444112,0.9958859962150908,1.0060006509999793,0.9910817043742037,-0.008952980045323666,2.038199860336603,21.434739107046106,16.106418382392086,25.826835386773514,7.24138878911145,17.3405378888297,23.975052519812788,17.895590800503687,28.588268952125304,9.222776834427977,16.601375607299477,25.2210641499312,20.571918812813934,27.769003385974283,9.195853509052805,16.734905721307932,22.76137720373153,17.18823790286773,26.732463846687445,6.540836346389931,18.660396769062498
2021.0020355339122,F008,5.541,2.562516456955327,1.4941756611730852,0.13098074838591184,0.5826255604788926,23.6756521200141,11.410436384991463,11.946187866048772,4.012885939244937,91.25794388863206,0.006406996090352054,0.0020256971634877016,-0.002340507317270112,1.0044842369447942,1.0076151563641464,0.9956291053365842,-0.0013504426405686293,2.00989854978898,21.43451607885529,16.100569033744094,25.81853193462584,7.19890182753401,17.360278304478335,23.968484027215762,17.87342775677838,28.5916310001681,9.23217182130369,16.574733509426707,25.2284593025299,20.577741075233753,27.778487071953567,9.212698412143505,16.7065627035844,22.761255363616797,17.235602058555607,26.730677693319087,6.511084653032661,18.6352008302256
2021.001210552518,F022,5.394,2.947556665945125,1.7946559057558753,0.17718622889395794,0.5395070933053042,25.91029113775025,10.139577535719509,27.843971266473925,3.0111446436873233,96.5362279364846,-0.003770397862151358,-0.002664365298433166,-0.00043272274592937694,-0.0019140649588513111,1.0090845955903038,0.9970245023053305,1.0055482092757326,1.0103723527885125,19.788757847845343,14.599317818743467,23.911469243727232,3.0290148091951563,17.294738505310153,24.6441113321881,19.409514791544225,29.11527659288805,8.06680453392382,17.4591917994905,25.81491430766976,20.84654054518562,31.09159030113323,5.431907883529854,15.72972220692946,24.390804606172953,19.807644323990555,28.346976093384633,1.003064266865348,15.54541325560771
2020.998544423044,F008,5.541,2.583529499029341,1.4967820154931621,0.13067248271450854,0.5820453287491956,23.626283450429117,11.41883200209288,11.951327986744166,3.991923007066328,91.3039526649239,0.0004597555215275347,0.005269952045168666,-0.003537747804341711,0.998689652538631,1.000677943606441,1.0002972260403347,0.002902740387044317,2.001172891738829,21.4345796763113,16.099510480828204,25.833451875687874,7.178700543671669,17.34012765111957,23.985085932290566,17.889523133568115,28.584574241097837,9.235574266982677,16.57939364140934,25.234638287966494,20.553813910633956,27.777401932761347,9.230550526144624,16.74597978891027,22.737776056143634,17.180462920363507,26.710070725124293,6.505611266056402,18.654112308264764
2022.0086987868858,F023,6.27,3.9976465071393554,2.3097508930240727,0.22316675069138794,0.5471145567299561,45.77729669399524,10.346606450911798,16.972023676274816,2.9916119812691413,82.75113511022366,1.0048075064561008,-0.004193760122886209,0.0022833389320180888,1.0030672744773614,0.9984328003168091,0.9962113140619384,1.0000984393902603,3.99251757249975,21.44162118341033,16.82911750877862,25.45372979159328,5.093807912304944,16.094564216611815,23.803542947347317,19.40627184531776,27.4356790735507,8.839152487095122,15.751045702159896,27.69165932086893,22.90545891929122,33.19087831772479,7.934569691833945,17.57530443683978,24.11472224473478,18.13425858109542,28.229270233644854,5.17684677317217,20.68110681160547
2022.9928011246566,F025,6.289,3.9798140319665327,2.2490814861877912,0.22230148045629697,0.4567964126209749,42.25322931049116,10.111048163377726,19.83832621874257,2.9926179784258733,81.48205491659586,0.004074716423534821,-0.0027718344826274774,1.00162837489954,-0.0009471776669429622,0.006803591623351353,0.9979423059405742,-0.004822764839417124,4.996300113575781,22.315210790366365,17.217784094885918,26.088498696974483,7.132769044295209,17.406566066516003,23.379654887129224,17.297626000886115,28.14643601630885,7.799853457589614,22.153220397491754,26.498304324269544,21.86802089923651,31.753379167384754,3.4982047458426155,17.6733922640443,24.955510897608235,20.165722804066455,28.958542280195303,8.08127461813037,16.939669461617626
2022.9865070393244,F018,4.933,3.011078490769322,1.71355616854313,0.1806979495501792,0.4435333475760891,40.14855979957573,9.477099997779902,17.449649883513633,3.008377307230426,79.79679228165273,-0.0008038095419842636,0.007773295803858312,-0.0049653380606234955,0.9988161673723699,0.0035910175661586297,-0.0049105967605955776,0.0010997259378088878,5.003090401757578,21.491911873189313,16.771406913589125,24.60467876960019,5.732672369364486,14.634692258466774,24.614728843522546,18.897521865584256,29.042311566360134,6.126155592521473,16.0424406915712,25.004957346635948,21.336583297439283,29.799931632236447,8.663330887387135,16.008015938460606,22.40380714862752,17.665512258932143,25.545435135636076,8.783307131856214,17.59259415956104
2022.0051115900967,F002,6.14,2.857149808804365,1.6257427547219412,0.15702337814393483,0.39903392074688493,25.026964154117763,10.376157786669642,24.276632420569417,1.9885657557712682,77.1286760630664,-0.001454930284494233,0.004125910723553718,1.0054604033851355,5.328121385926635e-05,0.9950523544042182,1.0006857506862843,1.0049094313265103,7.039206798004442,21.64118856054512,16.977676207147947,25.52655148161166,5.324058172486334,11.887166117936674,23.949020629041016,18.56352988109954,28.755091657499925,11.136954519064924,17.169902243022964,26.382183912385106,20.922543004989247,30.732926608574452,7.667801102987037,21.458571220860193,22.153489398695324,17.6590721452578,25.12806885338513,6.488984179348106,19.19811888757195
2022.00525133608,F023,6.27,3.999294379640814,2.2941844519655605,0.22271873280242346,0.5469380583170325,45.64089527166756,10.343972725408026,17.03289582648807,3.004078801510266,82.79717982130116,0.9912433237146225,-0.0017006045948428443,0.00046678467038294857,1.0040072509021147,0.994794609827746,1.0017060804405933,1.0020878337247985,3.9945297656048497,21.45697142648637,16.82083834893699,25.505433201331634,5.0714353277580155,16.085118274902722,23.79807057126483,19.373244884140156,27.428708603672515,8.887217541452658,15.704455484033186,27.658074157426782,22.906585209401296,33.21034803065097,7.90030242362147,17.525295320002005,24.13267037581246,18.13253617630802,28.18320500284782,5.211170855878106,20.72241654595734
2021.0039951751646,F003,5.776,3.472830401073316,1.9433791309502648,0.16076252651208478,0.7076321198123766,41.08372686351682,12.114664289915865,14.233928850479625,4.00853975880245,89.92276751529667,0.9946807492352233,0.001365106848473333,-0.007888781858620538,0.008295550325850552,1.0024773609512492,1.0016125067348958,1.0008082185902798,2.001200600103234,22.636641531950016,18.620624312327404,26.429392417932167,4.836322476832958,19.509832043247236,22.572582823630864,17.17833091306084,25.51657378882649,9.467208030317662,15.318666896951706,26.155202279045344,21.886788762826175,30.447349955785914,7.828095495952144,15.727244602391794,24.748740760538745,20.122398234644027,29.42862998802479,6.36719356235059,17.865289989653782
2023.0033919339226,F010,5.604,3.274097120881571,1.9931314468914134,0.16749261633445123,0.40229004269977336,39.8418402018868,11.808332951896492,15.075146966311634,0.9989909646125734,95.48835029046745,1.0016032573609257,1.0007352892730765,-0.00023424866596417527,1.0029498639119772,-0.0008927553599993164,4.953808404835026e-05,0.9961368918599238,6.980252204642705,23.547500411905823,19.271224324436226,28.722826256119394,5.445502771544506,13.691101085966462,23.51444375245739,18.668368554558985,27.733171002355245,8.874015379553496,16.478288101939008,26.48240023694909,21.63997373941479,31.346122643847902,9.116215680975367,17.759958150280664,24.806074654083357,20.936444989244155,29.693291802558104,3.6285716309105394,17.332294937400388
2020.9973333918758,F018,6.135,2.7698133782403236,1.616269395989041,0.14157091009171185,0.6131003906584706,38.46509363487384,11.507050901254924,24.56451725564171,4.0115494907704194,97.86309169343073,-0.0006943748316661152,-0.013042129010652164,0.0012829873381388834,1.0040473498909726,-0.00013310127663917015,-0.006175955746645472,0.004203507063680904,3.0163534192005192,19.698746554346428,14.225889178611936,23.27344949749076,6.290872803324657,13.340478716807507,22.425805631515086,18.822156438207383,25.465549550063862,2.391011232343214,12.598325649674969,25.355465055755772,20.14916189559331,29.91427439772749,9.627604061430805,17.83265364137988,23.193198840863793,18.06100630392894,27.216226856755238,8.87374203633711,20.220462904691946
2022.006551148994,F009,5.734,3.1466970552289193,1.8277621407036193,0.1634806624058818,0.4854974363394288,39.82756742728248,11.260624183549869,11.730816471336178,1.9965203902439264,89.67827657013146,1.0003773328372996,-0.004305904171242463,0.004438305935275011,0.998993072333755,1.0054012790215343,0.9975154931649148,0.9848186576169747,1.0311874248379922,21.31701790618741,16.886936070075183,24.93732760737898,2.769630697342024,13.000007311833652,22.938510516746554,17.61773391352792,27.92343975711373,7.664456494770789,16.851439849141773,27.37961210390231,23.22747158318421,31.414347340826907,10.019405411300347,20.95600099434838,23.14124104963797,18.14588965189696,27.48497464755615,6.024471405214567,18.992223807340547
2022.9996209972935,F002,5.575,2.2569687081851293,1.236084758874951,0.10124240202970178,0.6405591403711951,20.55725301537297,12.243873500814173,19.24761844227098,3.99755468561285,96.4449266958995,1.0052336821440395,-0.0002415300084813445,0.9984602844528904,0.9964338915954929,0.0038225117676229806,0.9983676905706198,0.0018557753579766486,7.037070810223194,22.102213748108795,15.656414618974118,27.665006255110583,5.365788372982094,13.42981782922965,24.40714894162918,20.53189290194119,29.116989503332565,6.38189357342728,17.54291636473969,26.754175857967507,21.34366374383786,31.282992683534204,5.8389277344405235,14.899985690284232,23.814505470240267,19.34973001038098,28.235127609276354,6.711902642352698,16.940780058728745
2021.9959476525692,F026,5.625,2.9281154561816516,1.7034566079108668,0.1668895314241194,0.6678716165074238,48.37857498666425,10.245460100661097,14.790168926069875,3.9888257578587205,92.42384108041335,0.9940206397192186,0.9983060353302798,1.003777417948707,1.003294988471376,0.006697242915070611,0.9983837663685744,0.012459171106924675,6.004640749582949,22.151804027634068,17.5245448216196,25.06997994081716,7.147174722841294,15.750951552378476,21.344118045312396,16.08961458295106,24.615868540634434,7.385061470656469,15.83539956289014,25.36432329208449,20.602588504103206,30.48095476980396,7.1313806750973,15.122567786544336,24.354769292155233,19.37385988640034,29.438460326194402,5.996424004781844,18.130760877197915
2021.9974053443393,F007,5.63,2.0003948279650414,1.0451054468171506,0.10491464337313387,0.6510728411375707,27.03010194991033,9.936670537483288,12.479754493901169,1.011630831228449,78.8107525476548,0.9988105957784413,0.0011737788661727705,1.0008538239233247,0.0008627651700853661,-0.009727217626940282,1.0003004923745897,-0.007311567292045082,8.013106683206331,21.485648869240165,16.84162426007774,25.632119706126915,6.678124782600098,16.04944306343676,24.16543782161644,19.588676045663426,28.441257523755507,8.811606286768596,18.910255248259325,26.780100576868325,21.817669014878874,31.989622430904234,7.574762819677933,13.92965110673452,22.49026892298238,17.525760117596295,25.740792133162476,3.7194510999858763,21.742996670483816
2022.0168099078955,F004,5.218,2.013414512170262,1.1067345587145074,0.09536743407065962,0.5000921033580513,43.56581241820052,11.82378563906913,11.17255057787419,0.9912352846110615,83.61301213920196,0.0009503485871341257,0.00536523151657305,-0.0059998566064889845,-0.0071676508856451555,1.0012761121466438,1.0057129548378065,0.9988300052061944,7.996496003446823,22.734159030625747,17.78255747340266,26.942324866335582,9.98097919210186,12.963257454417697,25.166583026924805,21.031984466372023,31.00604140358342,7.486262953366271,15.026046758336344,26.507780922978693,20.881282842314253,31.878900430084766,8.027480247210955,20.546521763510796,25.338527168168774,20.77483399820512,30.656872664862366,0.9871039800456891,18.581952906560677
2022.985566556889,F024,5.567,2.9385873404638594,1.7334302502814434,0.1598973760367586,0.14937812314881885,49.151060173622305,10.8543907042992,27.16003765698118,2.0039994372562755,80.66169757843403,0.9964538498999014,0.9984726507836773,-0.006456612262951374,-0.0016529180183221547,0.0034984520444625872,1.0032545312797931,0.9999616529056204,6.0120493113105535,22.30225345476881,18.135656292705924,27.093030997503067,1.7939332577378813,14.657394240467639,25.322179059364313,20.327263884797226,29.971897179968906,8.777650282937925,16.31703083960627,26.848315724027472,21.52683732582365,31.600164883471365,9.819110496471122,14.347883908405533,24.545416763827248,20.10502702654638,28.394983881007356,2.7248738450819845,16.729997463631868
2023.0041577882516,F001,5.695,1.8095919220436705,1.0499797483133702,0.08711510139516795,0.480364808415152,49.40791103113302,12.086587159902312,17.55054473583295,3.9991845422604433,86.27454717448768,0.007208920076208402,-0.00502403869521655,0.005121611077447293,0.9995823387049761,0.9923121122068531,0.9960424547563828,0.9977577134405022,4.0071646402080265,20.265974476285123,16.15119198959338,25.736896409728455,8.002941135497952,15.401081446040736,24.42418615231217,18.894727681854917,28.44923261052445,5.6809415211519445,14.326279432303767,26.44191062991079,22.065640076909677,30.819724670267043,10.775748661325748,21.040957631234374,24.305100853107827,18.51601069398587,28.335270763570787,8.575923145005978,18.956087157941276
2021.9860313089703,F026,5.625,2.939790324026629,1.7049009698608815,0.1658205878305745,0.6700141907713338,48.50137170256137,10.242643860816237,14.812631962408298,3.987962038128485,92.49959131530102,1.0045756439773994,1.001543100176492,1.0054566050144274,0.9974281526061586,-0.003298055058322238,1.0027187460592333,0.005023636771804932,6.0013295850455854,22.161770680773078,17.52878083225339,25.04997955312589,7.1304567946103,15.703625921275075,21.337978871378965,16.085330736341483,24.607948571756086,7.359980085183992,15.818538530907412,25.356142403277858,20.589289997099037,30.469228981539636,7.123212168791542,15.120792480172009,24.357403186867355,19.392638064333376,29.438504862283946,5.897172279647306,18.104535900930014
2020.9990995958115,F020,5.276,2.730438281422347,1.4958220930068147,0.13216793224088613,0.6573969834814769,42.08357328663373,11.344522360705524,19.157739087644217,3.9930352598953354,95.11324035449799,1.00146111170488,-0.0015515159318718209,1.0014732537082685,0.007465450281663816,0.9957673159413323,1.0025660556613174,0.0022901208763462296,8.003143519701586,20.949477562964915,15.44049238994828,26.41454870879897,8.527800672201165,17.444778917170076,23.507509483703018,18.608361805103833,28.494953563588297,7.150266335157608,15.8739323264015,24.342175811998032,20.360012229947586,28.955049224230052,6.463959918233974,18.599003904138605,23.926140260455817,19.599627974767085,27.349924109308432,9.74085650669148,16.448495006372212
2022.9963926086918,F004,6.228,2.554839641827295,1.4991313477630461,0.14037689243611187,0.5103774886054978,40.47149658758135,10.68200630030854,9.235441687555625,2.0158123395693193,82.92139230441266,1.009035752908327,-0.0007413279549380642,1.0068240708718625,0.002417580090800135,0.00010927200962485333,0.9967696293082411,0.0007382485211125479,3.010312802349979,21.07071220204826,16.68457625229864,26.59108696786432,4.523448797189435,11.286049425627784,24.972537790102244,20.381381708152063,29.104325956560295,7.2436282710013415,16.051681821056818,28.96104749050849,23.857833840978994,33.16336524157531,7.710667750704248,15.926233346069607,25.38573612776622,20.85377249141111,29.342437127060258,6.622105835953474,20.29752254171388
2020.9826544367866,F022,5.394,2.954144825690044,1.8010430370877966,0.1769486196028122,0.5385849616740326,26.071838320329544,10.125844438405828,27.89881915858985,3.0023058366860145,96.47870122416727,-0.0075484380212476445,-0.0013859743846914166,0.004820718120514532,0.006918487424669905,1.0081978740993334,1.0034018884147173,1.0038646345991304,0.9932874831961207,19.786306014053043,14.637448004029096,23.910305734165952,3.0116858085186453,17.321221344042296,24.65473929951652,19.395937639208196,29.156244552090122,8.051453073535363,17.484804450314485,25.7971157601393,20.840154033672327,31.082040768641722,5.422974956558549,15.72841742606468,24.37162012745399,19.829010034966483,28.32571701193574,0.9978908291684973,15.572051118317143
2023.0032364434228,F016,6.269,3.0042563713979193,1.7189552123088458,0.163801364658674,0.49545838261966463,30.22037563604875,10.57186434598951,23.951821013274735,2.988460952918358,95.7608683477456,-3.890955882931646e-05,1.0106491077211037,0.0031190144658375663,0.0013272193777636668,0.010185762121764889,0.9993572796300744,1.0000811960338176,7.994466257630792,21.898848295180752,17.352381481120638,26.665285679779835,8.151783893391638,15.172517844027897,25.147315205837536,21.057474973086055,29.111188195536958,7.262849132398563,18.792468408405924,27.089853108931955,22.603179196921722,31.887164030402012,9.187203333780742,16.254427565553662,23.76844816492946,19.137448239316736,27.36846717779837,7.504553213968529,17.66136988750593
2021.996838424571,F016,4.994,3.2668259719985095,1.9422557032719654,0.1881078649428965,0.35931720099645864,39.6123135945065,10.33596732771451,13.023619229747379,1.0034912513415015,86.94623693587238,0.0018448733160396113,-0.010643723219577345,-0.00415780319590651,0.0004100575356370238,-0.004100752874107247,0.9943495146700212,0.015413818212971846,2.0389617587666495,21.488246685043567,15.83768612941228,26.420092262289078,6.970939129326699,10.917227185494625,23.51408669388955,17.70093048417715,28.208951274528317,5.663871042400441,18.7109317073391,25.456244394112076,20.840996671185266,29.040139227026106,12.289435157935879,16.559427578663133,24.977661786459958,20.206977442981174,30.140998175331056,5.432621175483659,16.339830188043262
2020.9825364881758,F023,4.932,4.074826390592315,2.3807295312322267,0.20512199865356834,0.9209632685719397,38.6033225906746,11.667442840398216,19.903658075040507,3.9983292710503626,67.98208201388344,-0.004605700065676855,0.9981553484528649,1.007899538284687,-0.004718874586693582,0.002651742802888217,1.0018242561445783,1.0007336268984655,8.0618542924628,22.17617250023272,16.84481732032999,26.3228851638759,6.071637371325139,16.98060246208702,24.599351198641042,19.707909179290812,28.512576816076532,12.995849162333782,19.830659327589476,25.67539442505248,19.609211409089102,31.44852865657909,6.179129831084377,15.951199707405014,23.49798652742463,18.38861964577945,28.372411985760028,5.497435009428533,14.899854823443265
2023.0069844526397,F002,5.575,2.25431352179078,1.218148134985851,0.10059000929247164,0.6393620304626845,20.604147100558507,12.213536758067164,19.336529511647772,4.039495011222697,96.35208522076823,1.0015143987120898,-1.7523494124083723e-05,1.0024468426398347,1.0000601047429045,0.002814106502756933,1.000869489391091,0.0009465946668317372,6.972516517212187,22.099607528420275,15.683751459552749,27.65213678395583,5.3694593895065195,13.493455997619831,24.419738746058506,20.531133015767292,29.1209190593499,6.3966758306740825,17.532565873751008,26.74854886506491,21.35004610787396,31.30551875218126,5.82111971563411,14.924252200435578,23.820676174760077,19.351963441333034,28.23134676232736,6.6722971128035855,16.95243646249963
